AGE1,BURDEN,FMR,FMTBEDRMS,FMTBUILT,TOTSAL
79,0.20235,1094,'4 4BR+','1960-1979',0
27,0.1991025238,1394,'3 3BR','1940-1959',70000
66,0.0955789474,1394,'3 3BR','-5',15000
61,0.3975,1150,'1 1BR','1960-1979',0
51,0.3042930229,1444,'2 2BR','1960-1979',0
28,0.2599126288,765,'1 1BR','1960-1979',60000
59,0.3270878722,945,'2 2BR','1960-1979',10000
80,0.2990055249,1243,'3 3BR','1960-1979',0
40,0.18174077,1445,'4 4BR+','1960-1979',65000
48,0.1977969653,1243,'3 3BR','1980-1989',126000
40,0.231483871,1243,'3 3BR','1960-1979',57000
-9,-9,966,'2 2BR','1960-1979',-9
85,0.5981908,966,'2 2BR','1960-1979',0
50,0.5290713695,1474,'2 2BR','1960-1979',900
53,0.6315789474,1243,'1 1BR','-5',0
65,0.3433719863,1243,'1 1BR','1960-1979',12000
42,0.2166979675,1285,'1 1BR','1940-1959',90000
88,0.2598347107,1243,'1 1BR','-5',0
69,0.5633319021,1243,'1 1BR','-5',0
34,0.6764794233,1474,'2 2BR','1960-1979',20000
-9,-9,1251,'3 3BR','-5',-9
52,0.1894154882,944,'2 2BR','1940-1959',25000
76,4.2709090909,1285,'1 1BR','1940-1959',0
39,0.1124974978,2525,'4 4BR+','1960-1979',60000
-9,-9,1243,'1 1BR','-5',-9
58,0.8190172773,1243,'1 1BR','-5',0
58,0.2077142857,1094,'3 3BR','1960-1979',24000
47,0.0435927208,819,'2 2BR','1940-1959',37000
75,0.1501955671,1094,'3 3BR','1960-1979',0
-9,-9,1095,'3 3BR','-5',-9
68,0.1005484461,629,'1 1BR','1960-1979',0
52,0.1951717972,819,'2 2BR','1960-1979',23500
-9,-9,1094,'3 3BR','-5',-9
26,0.1016005218,1603,'4 4BR+','-5',79722
40,0.2931307966,1105,'3 3BR','1960-1979',53000
52,0.1369201738,1119,'2 2BR','-5',0
41,0.1268925979,929,'1 1BR','-5',120000
71,0.2002721088,1496,'4 4BR+','1960-1979',0
46,0.1636645015,1394,'3 3BR','-5',190000
71,0.1920754717,1119,'2 2BR','1940-1959',0
41,0.1703283582,1394,'3 3BR','-5',100000
57,0.039592215,1529,'4 4BR+','1960-1979',215000
81,0.1562682216,796,'2 2BR','1940-1959',0
51,0.3063157895,816,'1 1BR','1980-1989',15000
87,0.4072440945,1243,'3 3BR','1940-1959',500
81,0.1178571429,1445,'4 4BR+','1960-1979',0
-9,-9,701,'1 1BR','1960-1979',-9
30,0.3475975752,1795,'2 2BR','1940-1959',67000
69,0.3036623008,2268,'3 3BR','1960-1979',20040
48,0.0230573509,765,'1 1BR','1960-1979',341943
31,0.2466239845,945,'2 2BR','1960-1979',37200
45,0.3860422259,765,'1 1BR','1960-1979',25000
36,0.1865616868,1290,'3 3BR','1960-1979',45000
33,0.2722949862,1014,'0 Studio','-5',12000
-9,-9,1285,'1 1BR','1940-1959',-9
-9,-9,1583,'2 2BR','1940-1959',-9
40,0.0471301108,1285,'1 1BR','1960-1979',341943
40,0.2000155897,819,'2 2BR','1960-1979',77000
57,-1,1094,'3 3BR','1960-1979',0
56,0.3412492916,2348,'4 4BR+','1960-1979',24615
52,0.0520204929,2009,'3 3BR','1940-1959',99000
57,0.3196363636,1243,'1 1BR','-5',0
55,0.1907458415,1243,'1 1BR','-5',65000
35,0.5154701111,1294,'1 1BR','1940-1959',20000
62,0.4983024288,1126,'0 Studio','1960-1979',23000
31,0.1145925926,1243,'1 1BR','-5',150000
63,0.225928112,1799,'4 4BR+','1960-1979',100000
65,0.471006154,2140,'4 4BR+','1940-1959',20000
75,0.5485633287,2140,'4 4BR+','1940-1959',0
61,0.1594991663,2209,'4 4BR+','-5',60000
27,0.410558771,893,'2 2BR','1960-1979',37000
27,0.271358885,1243,'1 1BR','-5',86000
47,2.4732824427,1598,'3 3BR','2000-2009',0
26,0.4158962661,1361,'2 2BR','1960-1979',50000
63,313,2438,'3 3BR','1940-1959',90000
36,0.1695337593,1231,'3 3BR','1960-1979',87000
44,1.0232823882,1191,'0 Studio','-5',14000
-9,-9,1007,'1 1BR','1960-1979',-9
46,0.0934610859,1496,'4 4BR+','1940-1959',89300
77,0.2998797988,1603,'4 4BR+','-5',48000
21,-1,1150,'1 1BR','-5',0
38,0.3621,1156,'1 1BR','-5',0
35,0.3346087478,1150,'1 1BR','-5',40000
-9,-9,1290,'3 3BR','-5',-9
-9,-9,945,'2 2BR','1960-1979',-9
27,0.0983100577,966,'2 2BR','1960-1979',105000
38,0.345445863,1243,'3 3BR','1960-1979',105000
50,0.0921236609,1445,'4 4BR+','1990-1999',176000
79,0.1278492239,971,'2 2BR','1960-1979',32000
31,0.2195300865,816,'1 1BR','1960-1979',45000
35,0.2890337206,1243,'3 3BR','1960-1979',60000
67,2.8586324444,1243,'3 3BR','-5',10000
58,2.50125,1243,'3 3BR','1940-1959',0
38,5.8399597383,971,'2 2BR','1960-1979',0
58,0.2149781642,1243,'3 3BR','1960-1979',74000
67,0.1926922378,966,'2 2BR','1960-1979',0
62,0.3251112568,1436,'4 4BR+','1960-1979',87000
59,0.1802383743,1231,'3 3BR','1940-1959',70000
33,0.1800390085,1054,'1 1BR','1940-1959',60000
49,0.1177678607,1243,'1 1BR','-5',75000
54,0.2919737385,1583,'2 2BR','1940-1959',59500
28,0.3196038713,1243,'1 1BR','-5',40000
30,0.2947710937,1621,'2 2BR','1940-1959',75000
84,8532,2525,'4 4BR+','1960-1979',0
70,3.8993963783,1243,'1 1BR','1960-1979',0
35,0.1021931668,1243,'1 1BR','-5',138000
73,0.1837118434,819,'2 2BR','1990-1999',0
47,1.2753158211,1094,'3 3BR','-5',10000
73,0.1758,1094,'3 3BR','1960-1979',0
75,0.5280952381,1094,'3 3BR','1960-1979',0
50,0.2064223809,819,'2 2BR','1960-1979',38000
24,0.1840435301,1095,'3 3BR','1960-1979',73000
54,0.0454969802,1201,'4 4BR+','1940-1959',105000
68,0.091572327,1094,'3 3BR','1980-1989',0
24,0.4492827348,1119,'2 2BR','-5',59000
62,0.0164352448,1394,'3 3BR','1940-1959',120000
57,0.3865675126,1429,'4 4BR+','1960-1979',60000
-9,-9,887,'2 2BR','1960-1979',-9
40,0.3063497818,1421,'2 2BR','-5',80000
33,0.3274750357,929,'1 1BR','1940-1959',70000
71,0.1917610321,1394,'3 3BR','1980-1989',90000
-9,-9,1394,'3 3BR','-5',-9
61,0.1313472844,1119,'2 2BR','1990-1999',97000
69,0.1216702664,1394,'3 3BR','-5',16000
57,0.1646288867,1394,'3 3BR','1940-1959',73000
55,0.4500461744,1496,'4 4BR+','1960-1979',58500
62,0.4397860655,1394,'3 3BR','-5',0
34,0.4534912822,1394,'3 3BR','-5',24000
66,0.10769437,956,'2 2BR','-5',75000
28,0.1552929123,772,'2 2BR','-5',82000
52,0.4625454545,1032,'4 4BR+','-5',27000
39,0.5241290323,701,'1 1BR','1960-1979',0
41,0.3439251486,2140,'4 4BR+','1960-1979',88000
-9,-9,1598,'3 3BR','-5',-9
49,0.2533725407,1082,'1 1BR','1940-1959',66000
68,0.2281626803,1361,'2 2BR','1960-1979',18400
32,0.2816901408,585,'1 1BR','-5',0
58,0.2287671233,741,'2 2BR','1960-1979',0
27,0.0020653823,920,'2 2BR','1960-1979',93000
57,0.4224,765,'1 1BR','1960-1979',10000
55,0.0988,1290,'3 3BR','1960-1979',60000
22,0.1555979865,736,'1 1BR','-5',0
29,0.9473684211,1296,'3 3BR','-5',0
38,1.154748301,2058,'3 3BR','-5',0
58,0.2958912878,1285,'1 1BR','-5',75000
66,0.2856,2009,'3 3BR','1960-1979',0
48,0.1473366834,959,'0 Studio','1940-1959',59000
70,0.5308417012,2525,'4 4BR+','1960-1979',0
63,0.2610542402,2268,'3 3BR','1960-1979',77800
30,0.1008115162,1921,'3 3BR','1940-1959',133000
79,0.2680882233,1421,'2 2BR','1960-1979',0
38,-1,726,'1 1BR','1960-1979',0
42,0.1622519513,1251,'2 2BR','-5',56000
52,0.2202483839,1361,'2 2BR','1960-1979',100000
77,0.3276363636,2438,'3 3BR','1960-1979',0
27,1.1026191498,619,'1 1BR','-5',7000
-9,-9,619,'1 1BR','-5',-9
-9,-9,1445,'4 4BR+','1960-1979',-9
45,0.2971428571,1474,'2 2BR','1940-1959',0
51,0.2616700201,730,'1 1BR','1940-1959',0
27,408,730,'1 1BR','1960-1979',15000
30,0.266286719,1007,'1 1BR','1940-1959',33000
54,0.1147261356,1438,'2 2BR','1940-1959',95000
84,0.4504615385,730,'1 1BR','1960-1979',0
39,0.2276840446,1948,'4 4BR+','1960-1979',43000
85,0.1507591974,1627,'3 3BR','1940-1959',0
87,0.79375,1710,'4 4BR+','-5',0
70,0.1759090909,765,'1 1BR','1960-1979',0
68,0.48,1595,'4 4BR+','1940-1959',0
65,0.3321428571,730,'1 1BR','1960-1979',0
87,0.8400586941,971,'2 2BR','1990-1999',0
54,0.3068948432,1231,'3 3BR','1960-1979',50000
27,0.1451188261,816,'1 1BR','-5',57000
53,0.1733885239,1054,'1 1BR','1960-1979',65000
48,0.5036239387,1382,'2 2BR','1960-1979',17000
41,0.24672,1243,'1 1BR','-5',10000
44,0.2677322904,2675,'4 4BR+','1960-1979',176000
66,0.1928,887,'2 2BR','1940-1959',0
32,-1,1243,'1 1BR','-5',0
48,0.2211838373,1621,'2 2BR','1940-1959',85000
38,0.253008761,1243,'1 1BR','-5',66000
69,0.129281768,629,'1 1BR','1990-1999',0
48,0.2808235982,819,'2 2BR','1960-1979',53000
46,0.0524354034,1094,'3 3BR','1940-1959',95000
30,0.2050080539,1095,'3 3BR','-5',20500
29,0.2254186088,1094,'3 3BR','1940-1959',50000
72,0.0721804511,1094,'3 3BR','1960-1979',5000
69,0.2131421744,1259,'4 4BR+','-5',0
24,0.2777211462,1095,'3 3BR','1940-1959',53000
42,0.2038901827,1094,'3 3BR','1940-1959',30500
66,0.130267231,1094,'3 3BR','1940-1959',95000
66,0.1471323529,1095,'3 3BR','-5',0
67,0.2536363636,819,'2 2BR','1940-1959',25000
55,0.5969645868,876,'1 1BR','1940-1959',0
38,0.1444905854,1539,'3 3BR','-5',80000
59,0.2223,876,'1 1BR','1960-1979',0
-9,-9,788,'0 Studio','1960-1979',-9
49,0.612244898,929,'1 1BR','-5',0
64,0.1058458665,1183,'3 3BR','1940-1959',60000
-9,-9,1183,'3 3BR','1960-1979',-9
55,0.8541176471,619,'1 1BR','-5',1200
44,0.1945702615,1496,'4 4BR+','-5',72000
54,0.0930604893,1394,'3 3BR','1940-1959',60000
76,0.1490713324,1496,'4 4BR+','1960-1979',20000
-9,-9,1394,'3 3BR','1990-1999',-9
55,0.1477579779,1394,'3 3BR','-5',29250
34,0.0573953844,1394,'3 3BR','1980-1989',110000
53,-1,1119,'2 2BR','-5',0
-9,-9,1119,'2 2BR','-5',-9
70,0.2450753786,929,'1 1BR','1940-1959',29000
83,0.7749054869,1496,'4 4BR+','-5',0
65,0.1184189861,1496,'4 4BR+','1990-1999',341943
42,0.2099953836,1529,'4 4BR+','-5',117000
37,7.7697385794,1436,'4 4BR+','1960-1979',0
45,0.2068283246,1231,'3 3BR','1940-1959',91000
49,0.431467423,815,'1 1BR','1940-1959',12000
53,0.1413010857,1231,'3 3BR','-5',170000
-9,-9,966,'2 2BR','1990-1999',-9
62,0.306554734,1183,'3 3BR','-5',30000
-9,-9,701,'1 1BR','1960-1979',-9
53,0.1767286401,1421,'2 2BR','1940-1959',9600
43,0.2130745638,1921,'3 3BR','-5',195000
44,0.2748204089,1122,'2 2BR','1960-1979',32600
56,0.4319408047,1251,'2 2BR','1940-1959',26000
53,1.127236296,1795,'2 2BR','1940-1959',21000
62,0.1432965714,741,'2 2BR','1940-1959',80000
-9,-9,741,'2 2BR','1940-1959',-9
22,0.2941522532,993,'3 3BR','-5',41500
26,0.2403249544,1529,'4 4BR+','1960-1979',85000
50,1.7475,736,'1 1BR','1960-1979',0
66,0.2172268908,1081,'3 3BR','1960-1979',1300
23,0.3810362777,736,'1 1BR','1960-1979',25000
29,0.3494595271,920,'2 2BR','1960-1979',24000
51,0.1338,1870,'4 4BR+','1960-1979',50000
70,0.1492378858,1068,'2 2BR','1960-1979',0
62,0.1498987171,2058,'3 3BR','1960-1979',160000
71,0.3681,1583,'2 2BR','-5',0
34,0.2284990162,732,'2 2BR','1960-1979',30000
59,0.2683136044,1054,'1 1BR','1960-1979',35000
42,0.8120857099,1054,'1 1BR','1960-1979',13000
25,0.3486848093,1382,'2 2BR','1960-1979',44000
60,0.2578937173,1895,'3 3BR','1960-1979',93000
52,0.1776452812,2268,'3 3BR','1940-1959',98000
34,0.0894925201,2608,'4 4BR+','1960-1979',81000
73,0.1829488465,2268,'3 3BR','1960-1979',0
51,6.242280285,1243,'1 1BR','-5',0
52,0,876,'1 1BR','1960-1979',24000
41,0.2589794975,993,'3 3BR','1960-1979',13000
41,0.2593338763,2140,'4 4BR+','1960-1979',140000
-9,-9,1921,'3 3BR','1960-1979',-9
83,1.7071129707,1243,'1 1BR','1960-1979',0
72,0.1278461538,1474,'2 2BR','-5',18000
47,0.5049282033,897,'1 1BR','1940-1959',20000
72,0.8647877274,1104,'2 2BR','-5',0
41,0.1500672715,730,'1 1BR','1960-1979',58000
50,0.35833229,993,'3 3BR','-5',2000
28,0.2638176517,1007,'1 1BR','-5',47000
53,0.2046347679,1007,'1 1BR','-5',42000
82,3.9672,1438,'2 2BR','1960-1979',0
51,0.943305187,1550,'3 3BR','-5',10000
62,0.2921265882,1119,'2 2BR','1960-1979',60000
35,0.0633333333,748,'1 1BR','1960-1979',0
59,0.4836923077,748,'1 1BR','1940-1959',0
54,0.1118079439,1104,'2 2BR','1940-1959',89000
38,0.1908388397,897,'1 1BR','1940-1959',26800
85,0.2368455299,1150,'1 1BR','1960-1979',0
-9,-9,915,'2 2BR','1960-1979',-9
89,0.0243488155,1221,'3 3BR','1940-1959',0
45,0.1813178566,1279,'3 3BR','1960-1979',40000
-9,-9,966,'2 2BR','1960-1979',-9
38,0.4215018239,1459,'4 4BR+','1960-1979',0
48,0.8357460841,1901,'3 3BR','1960-1979',30000
38,0.863152623,1901,'3 3BR','1960-1979',14400
25,0.4423194529,701,'1 1BR','1960-1979',18000
28,0.2734588269,1251,'2 2BR','1960-1979',42140
-9,-9,1251,'2 2BR','1940-1959',-9
34,0.2912589152,1598,'3 3BR','-5',54300
72,0.1039659574,2058,'3 3BR','1960-1979',10000
74,0.2789189189,2058,'3 3BR','1960-1979',0
36,0.1771747805,2370,'4 4BR+','-5',250000
77,0.243483871,1094,'3 3BR','1960-1979',0
52,0.0900667339,1094,'3 3BR','1960-1979',125000
56,0.0854994951,2124,'4 4BR+','1960-1979',107000
59,0.2505085537,1243,'1 1BR','-5',60000
65,0.1621480558,1094,'3 3BR','1940-1959',32000
66,-1,1094,'3 3BR','1960-1979',0
35,0.2163207515,1094,'3 3BR','1940-1959',22000
-9,-9,1094,'3 3BR','1940-1959',-9
76,0.2411268502,1094,'3 3BR','1940-1959',0
62,0.073544656,1530,'3 3BR','1960-1979',55000
27,0.208267687,701,'1 1BR','1960-1979',40000
-9,-9,969,'3 3BR','-5',-9
78,0.3097435897,1290,'3 3BR','1940-1959',0
74,1.5300295372,1290,'3 3BR','1960-1979',0
46,0.2557322485,2209,'4 4BR+','-5',65000
77,0.341092437,2140,'4 4BR+','1960-1979',0
55,0.3069521519,1394,'3 3BR','-5',42000
43,0.2743237251,1119,'2 2BR','-5',90000
36,0.2479245283,1394,'3 3BR','1990-1999',95000
54,0.0559340265,1394,'3 3BR','-5',31000
57,0.0520245934,1394,'3 3BR','-5',145000
-9,-9,1119,'2 2BR','-5',-9
54,0.1542897347,1394,'3 3BR','-5',145000
24,0.147590177,929,'1 1BR','-5',98000
85,3.4035555556,1394,'3 3BR','1960-1979',0
66,0.047987401,1529,'4 4BR+','-5',0
58,0.4425694777,1243,'1 1BR','-5',3000
52,0.1553762432,1231,'3 3BR','1940-1959',48000
72,0.1293024124,966,'2 2BR','-5',75000
39,1.0805458924,1231,'3 3BR','1960-1979',15000
51,0.1038580021,1231,'3 3BR','1960-1979',75000
70,316,966,'2 2BR','-5',480
82,0.2103288901,966,'2 2BR','-5',19000
50,0.4234476221,966,'2 2BR','1940-1959',19000
-9,-9,815,'1 1BR','1960-1979',-9
33,0.2968740802,1600,'4 4BR+','1980-1989',68000
40,0.1406764087,969,'3 3BR','1960-1979',67500
37,0.436982265,643,'1 1BR','1960-1979',18000
61,0.5795940657,2009,'3 3BR','1960-1979',33000
24,0.5092250923,1799,'4 4BR+','2000-2009',0
32,309,925,'2 2BR','1940-1959',0
44,0.2090155914,726,'1 1BR','1960-1979',46000
-9,-9,863,'1 1BR','-5',-9
31,0.2177242467,796,'2 2BR','1960-1979',52000
64,0.1667973678,1091,'3 3BR','1960-1979',73000
31,0.2349207196,1361,'2 2BR','1940-1959',75000
33,0.2172458756,2268,'3 3BR','1940-1959',45756
47,0.3821857719,2268,'3 3BR','1960-1979',91000
75,1.7869481766,1621,'2 2BR','1960-1979',0
50,6.6869300912,1243,'1 1BR','1940-1959',1000
41,0.1399376911,1474,'2 2BR','-5',105000
22,0.2545882353,1296,'3 3BR','1960-1979',0
39,0.1598566251,920,'2 2BR','-5',125000
65,0.1707843137,1290,'3 3BR','1960-1979',0
75,0.1519569243,1290,'3 3BR','1960-1979',12000
57,0.219372188,940,'2 2BR','-5',29000
64,0.404523552,2370,'4 4BR+','1960-1979',50000
48,0.1188070304,2370,'4 4BR+','1960-1979',147000
47,0.1612337243,1094,'3 3BR','1960-1979',65000
75,2.3135371179,1474,'2 2BR','-5',0
85,0.7572815534,876,'1 1BR','1960-1979',9000
58,0.2862412855,741,'2 2BR','-5',20000
42,0.4437507504,2140,'4 4BR+','1960-1979',50000
28,0.2600563455,588,'0 Studio','-5',60000
76,0.2933333333,808,'1 1BR','1960-1979',0
61,0.1822661011,1191,'0 Studio','1960-1979',54000
54,0.4953680375,1243,'1 1BR','-5',0
44,0.4943066467,1474,'2 2BR','1960-1979',34000
52,0.2841025926,1740,'4 4BR+','-5',60000
43,0.5418071621,2186,'4 4BR+','-5',140000
72,0.72336,1587,'4 4BR+','1940-1959',0
34,0.4857446809,993,'3 3BR','-5',0
28,0.2095803776,1007,'1 1BR','1960-1979',65000
69,0.0611842553,1792,'3 3BR','1960-1979',106000
40,0.0734646862,1792,'3 3BR','-5',421943
51,0.6527587357,1798,'3 3BR','-5',52800
44,0.0585417894,1462,'4 4BR+','-5',0
18,0.4768264993,748,'1 1BR','1960-1979',15000
24,0.3230099565,1592,'4 4BR+','1960-1979',40000
28,0.4797118127,1792,'3 3BR','1960-1979',20000
42,0.1493731343,1438,'2 2BR','1940-1959',65000
35,0.3330379855,1231,'3 3BR','1940-1959',35000
-9,-9,1231,'3 3BR','1940-1959',-9
45,0.4554631565,969,'3 3BR','1990-1999',45000
50,0.1681834036,1243,'3 3BR','1960-1979',40300
32,0.4058947368,966,'2 2BR','1940-1959',40000
74,0.1795511222,1901,'3 3BR','-5',0
22,0.2164468968,887,'2 2BR','1960-1979',60000
-9,-9,1183,'3 3BR','1940-1959',-9
52,0.3884207892,1277,'3 3BR','1960-1979',0
78,10.465714286,1474,'2 2BR','1960-1979',0
62,0.2696202532,1598,'3 3BR','1940-1959',0
70,0.4513185713,1740,'4 4BR+','-5',18000
69,0.086980084,1598,'3 3BR','1940-1959',19240
53,0.9518699447,2058,'3 3BR','1960-1979',25000
30,0.8168495235,2058,'3 3BR','1960-1979',25000
47,0.4259859945,1621,'2 2BR','1960-1979',20000
32,0.1635483484,1243,'1 1BR','-5',150000
43,0.6949425197,1243,'1 1BR','1940-1959',0
63,0.5343936382,629,'1 1BR','1960-1979',0
62,0.692733564,1094,'3 3BR','1940-1959',0
34,0.0462816266,819,'2 2BR','1940-1959',125000
76,0.2688758389,1201,'4 4BR+','1940-1959',0
51,0.4872289157,629,'1 1BR','-5',0
65,0.2984803646,1094,'3 3BR','1940-1959',27300
75,0.2170216601,1095,'3 3BR','-5',23300
28,0.2113966421,1094,'3 3BR','1940-1959',75000
40,-1,1530,'3 3BR','1960-1979',0
27,0.6164452104,772,'2 2BR','-5',18000
80,-1,1290,'3 3BR','1940-1959',0
51,0.0836090576,1290,'3 3BR','1940-1959',120000
49,0.4837638524,2140,'4 4BR+','1940-1959',150000
51,0.4688571429,1921,'3 3BR','-5',0
82,-1,1496,'4 4BR+','-5',0
62,0.3752112676,929,'1 1BR','1960-1979',20000
-9,-9,1119,'2 2BR','-5',-9
45,0.4525221517,1496,'4 4BR+','-5',15648
60,0.2656931751,1496,'4 4BR+','1940-1959',80000
62,0.0710769333,1296,'3 3BR','-5',180000
53,0.4443300738,1243,'1 1BR','1940-1959',35000
28,0.2715627156,1243,'1 1BR','1960-1979',100000
38,0.1651313985,1231,'3 3BR','1940-1959',124000
65,0.6321428571,1231,'3 3BR','1940-1959',0
34,0.5506585377,1600,'4 4BR+','1960-1979',43000
37,0.349297312,1436,'4 4BR+','1940-1959',66000
-9,-9,1231,'3 3BR','-5',-9
64,1.1318777293,717,'0 Studio','-5',0
29,0.3148808407,1231,'3 3BR','1940-1959',32000
93,0.31,619,'1 1BR','1960-1979',0
55,0.11568,701,'1 1BR','1960-1979',0
28,0.2682324681,887,'2 2BR','1960-1979',0
34,0.4201365444,2448,'4 4BR+','1960-1979',30000
46,0.1609409868,2009,'3 3BR','1960-1979',77000
47,0.2363346301,1539,'3 3BR','1960-1979',107000
71,0.3623529412,1122,'2 2BR','1960-1979',0
69,0.3,925,'2 2BR','1960-1979',7200
23,0.3938681158,863,'1 1BR','1960-1979',24000
53,0.2202110177,940,'2 2BR','1940-1959',84000
51,0.3463270097,1586,'4 4BR+','-5',52000
27,0.1236229585,796,'2 2BR','1940-1959',140000
57,0.176223471,1184,'4 4BR+','1960-1979',110000
40,0.1481207868,2438,'3 3BR','1940-1959',55000
37,0.4054392258,1294,'1 1BR','1960-1979',24000
34,0.1329016025,1294,'1 1BR','1960-1979',97000
26,0.2296041907,1474,'2 2BR','-5',61000
42,0.0891631008,1290,'3 3BR','1960-1979',0
55,0.1978285742,1956,'4 4BR+','1960-1979',170000
77,317,808,'1 1BR','1960-1979',0
58,0.1855473127,1529,'4 4BR+','-5',82500
29,0.1819748565,1574,'3 3BR','1960-1979',100000
60,0.2681180178,659,'1 1BR','1960-1979',0
54,0.1886197593,2058,'3 3BR','1960-1979',132000
49,0.1392816749,2058,'3 3BR','1940-1959',199000
69,0.3732546706,1094,'3 3BR','1960-1979',160
38,0.103943644,830,'2 2BR','-5',94000
47,1.3059780686,1227,'4 4BR+','-5',0
40,0.5871537141,2448,'4 4BR+','1940-1959',40000
70,0.2749501522,1895,'3 3BR','-5',19000
40,1.32017434,1621,'2 2BR','1960-1979',20000
38,0.1657078652,1294,'1 1BR','1940-1959',75000
31,0.347110741,1191,'0 Studio','-5',60000
71,3.1632270169,876,'1 1BR','1960-1979',0
84,0.3567857143,2209,'4 4BR+','1960-1979',0
85,0.1385111631,956,'2 2BR','1940-1959',0
31,0.406743755,1243,'1 1BR','-5',34000
76,0.2996385542,740,'2 2BR','1940-1959',4000
40,0.0324374903,1073,'4 4BR+','1940-1959',77000
28,0.1321882548,1008,'3 3BR','1960-1979',82000
51,1.1481511061,1008,'3 3BR','1960-1979',7161
86,0.2852049911,619,'1 1BR','1960-1979',0
38,0.336584843,726,'2 2BR','1960-1979',28000
73,0.64125,966,'2 2BR','1940-1959',0
40,0.2857347979,1243,'1 1BR','1960-1979',25000
36,0.1193032534,897,'1 1BR','1940-1959',185000
45,0.1665767913,1627,'3 3BR','1940-1959',115000
49,0.2235605476,741,'2 2BR','1960-1979',48000
38,0.1104545455,1007,'1 1BR','1940-1959',32000
42,0.256466671,1702,'3 3BR','-5',60000
61,1.0379746835,1007,'1 1BR','-5',0
81,0.5440806045,1202,'2 2BR','1940-1959',10000
36,0.2912941176,1007,'1 1BR','1960-1979',36000
57,0.1294194545,1221,'3 3BR','1960-1979',101000
39,0.4273161708,1221,'3 3BR','1940-1959',13000
93,0.1404958678,929,'1 1BR','1940-1959',0
51,0.1432827856,1119,'2 2BR','1960-1979',45000
51,0.3909357176,1955,'4 4BR+','1960-1979',23000
63,0.0962199313,1627,'3 3BR','-5',182613
35,0.1659069767,1792,'3 3BR','-5',160000
44,0.2115192269,1792,'3 3BR','-5',130000
30,0.1947957552,1412,'2 2BR','-5',41300
38,0.1716413414,1191,'1 1BR','1960-1979',83000
64,0.1102035249,1595,'4 4BR+','1960-1979',19000
43,0.1935483871,1462,'4 4BR+','-5',55000
54,0.1731000063,1243,'3 3BR','1980-1989',95000
67,0.3481810541,1445,'4 4BR+','1960-1979',27200
77,-1,1243,'3 3BR','1990-1999',0
45,0.1338368315,1243,'3 3BR','1940-1959',57000
45,0.3910714286,815,'1 1BR','1940-1959',0
62,0.3350933637,1802,'4 4BR+','1990-1999',60901
66,0.5285106383,980,'2 2BR','2000-2009',0
56,0.164077633,1459,'4 4BR+','1940-1959',79000
61,0.3732447208,971,'2 2BR','1980-1989',56000
40,0.1658272939,1459,'4 4BR+','1960-1979',114000
57,0.1968465274,1243,'3 3BR','1960-1979',110000
-9,-9,935,'2 2BR','-5',-9
38,0.6785858749,815,'1 1BR','-5',12400
68,0.2343015307,1416,'4 4BR+','-5',0
20,2.9976237128,1243,'1 1BR','1940-1959',24000
35,0.3733179445,1243,'1 1BR','-5',36000
66,0.1912929425,1474,'2 2BR','-5',55000
32,0.1424433362,1901,'3 3BR','1960-1979',67000
35,0.2495468278,2332,'4 4BR+','1940-1959',60000
72,0.5559443808,2186,'4 4BR+','1960-1979',16152
55,0.4927687192,1474,'2 2BR','1960-1979',25000
38,1.8826185102,1116,'2 2BR','1940-1959',8000
37,0.3299315644,1262,'1 1BR','1960-1979',50000
32,0.2880936304,1610,'2 2BR','1940-1959',80000
59,0.2218372122,1277,'3 3BR','1940-1959',112000
63,1.6152,1012,'2 2BR','-5',0
59,6.3545051699,956,'2 2BR','1960-1979',0
89,0.0605668016,1243,'1 1BR','1940-1959',0
34,0.1289683263,1740,'4 4BR+','-5',128000
21,0.1885160968,1598,'3 3BR','1940-1959',84000
55,35.88,1598,'3 3BR','-5',0
49,6.2096956032,2058,'3 3BR','-5',0
61,0.1707792035,2058,'3 3BR','1940-1959',75000
64,0.3114025809,1095,'3 3BR','1960-1979',56000
-9,-9,1094,'3 3BR','1940-1959',-9
84,0.3176470588,629,'1 1BR','1940-1959',0
72,0.337577139,1094,'3 3BR','1960-1979',0
37,-1,1196,'4 4BR+','-5',0
93,0.0282049069,1094,'3 3BR','1940-1959',150000
72,0.2261904762,1094,'3 3BR','1960-1979',0
73,0.1178181818,1094,'3 3BR','1940-1959',25000
72,0.9768,821,'2 2BR','-5',2500
43,0.2510451281,1094,'3 3BR','1940-1959',56000
25,0.4615199904,876,'1 1BR','1960-1979',25000
55,-1,1132,'2 2BR','1960-1979',0
-9,-9,1236,'2 2BR','1960-1979',-9
33,0.4901517136,1763,'3 3BR','1940-1959',42000
42,0.7145192764,1592,'4 4BR+','1960-1979',19000
26,0.327677492,1119,'2 2BR','1960-1979',48000
62,0.2022084707,1394,'3 3BR','1960-1979',108000
-9,-9,887,'2 2BR','1940-1959',-9
30,0.2077853297,1183,'3 3BR','1960-1979',68000
76,0.3449187691,1921,'3 3BR','1940-1959',0
58,0.2322861477,1921,'3 3BR','1940-1959',80000
73,0.1083364486,1119,'2 2BR','1940-1959',36000
56,0.1364397233,929,'1 1BR','1960-1979',95000
55,0.0791386612,1394,'3 3BR','-5',40000
93,0.0284666242,929,'1 1BR','1980-1989',32000
42,0.0287777778,1394,'3 3BR','1940-1959',40000
